stamp,access_id,other_manager,investment_discretion,put_call,security_class,ssh_prn_amt_type,acceptance_stamp,market_value,ssh_prn_amt,voting_authority_sole,voting_authority_shared,voting_authority_none,cik,conformed_submission_type,conformed_period_of_report,filed_as_of_date,date_of_change,effectiveness_date,fiscal_year_end,close,is_shifted_price,id
2018-11-13 15:56:31,0000019617-18-000246,5,DFND,,STOCK,SH,2018-11-13 15:56:31,455000.0,5628.0,0.0,0.0,5628.0,19617,13F-HR/A,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,80.78,False,11111945.0
2018-08-14 16:47:18,0000950123-18-008949,1,DFND,Put,STOCK,SH,2018-08-14 16:47:18,53280000.0,1025400.0,1025400.0,0.0,0.0,1423053,13F-HR/A,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,51.96,False,68917.0
2018-08-14 13:16:54,0000948046-18-000096,,DFND,,,SH,2018-08-14 13:16:54,2874000.0,231795.0,50322.0,0.0,181473.0,948046,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,,12.4,False,78795.0
2018-07-31 14:16:33,0001177206-18-000008,,SOLE,,STOCK,SH,2018-07-31 14:16:33,2866000.0,35450.0,15675.0,0.0,19775.0,1177206,13F-HR,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-07-31 00:00:00,2018-07-31 00:00:00,1231.0,80.86,False,11158763.0
2018-11-14 09:23:19,0001085146-18-002662,2,OTR,,STOCK,SH,2018-11-14 09:23:19,38254000.0,167437.0,90381.0,0.0,77056.0,1386060,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,228.47,False,84185.0
2018-04-13 13:47:03,0000950123-18-003521,04,DFND,,STOCK,SH,2018-04-13 13:47:03,1803000.0,91768.0,19342.0,0.0,72426.0,927971,13F-HR,2018-03-31 00:00:00,2018-04-13 00:00:00,2018-04-13 00:00:00,,1031.0,19.65,False,11023372.0
2018-02-09 16:50:14,0000950123-18-001276,1,DFND,,STOCK,SH,2018-02-09 16:50:14,414000.0,24922.0,24922.0,0.0,0.0,1423053,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,16.6,False,49038.0
2018-04-18 17:14:14,0001580642-18-002117,,SOLE,,STOCK,SH,2018-04-18 17:14:14,875000.0,13209.0,0.0,0.0,13209.0,1540235,13F-HR,2018-03-31 00:00:00,2018-04-18 00:00:00,2018-04-18 00:00:00,2018-04-18 00:00:00,,66.23,False,59689.0
2018-08-02 12:54:19,0001445546-18-003520,,SOLE,,STOCK,SH,2018-08-02 12:54:19,7849000.0,60815.0,60815.0,0.0,0.0,1125816,13F-HR,2018-06-30 00:00:00,2018-08-02 00:00:00,2018-08-02 00:00:00,2018-08-02 00:00:00,1231.0,129.06,False,80493.0
2018-11-13 13:59:40,0001398344-18-016378,,SOLE,,STOCK,SH,2018-11-13 13:59:40,11257000.0,69098.0,36958.0,0.0,32140.0,1384058,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,162.92,False,11108465.0
2018-08-13 16:15:08,0001062993-18-003312,16,OTR,,,SH,2018-08-13 16:15:08,292000.0,1784.0,0.0,0.0,1784.0,1384042,13F-HR,2018-06-30 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,1231.0,163.77,False,37591.0
2018-08-14 14:52:55,0000769993-18-000450,1,DFND,,STOCK,SH,2018-08-14 14:52:55,331049000.0,1357816.0,1357590.0,0.0,226.0,886982,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,243.81,False,2099.0
2018-04-19 23:00:00,0001735057-18-000004,,SOLE,,STOCK,SH,2018-04-18 20:00:15,56000.0,3317.0,3317.0,0.0,0.0,1735057,13F-HR,2018-03-31 00:00:00,2018-04-19 00:00:00,2018-04-18 00:00:00,2018-04-19 00:00:00,1231.0,16.9,False,52438.0
2018-05-14 12:13:24,0001193805-18-000651,2,SOLE,,STOCK,SH,2018-05-14 12:13:24,422000.0,1924.0,1924.0,0.0,0.0,1055964,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,331.0,219.52,False,75613.0
2018-05-09 15:22:45,0001086364-18-000035,19,SOLE,,STOCK,SH,2018-05-09 15:22:45,8149000.0,124850.0,124850.0,0.0,0.0,1364742,13F-HR,2018-03-31 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,1231.0,65.27,False,52016.0
2018-11-15 23:00:00,0001725297-18-000004,,SOLE,,STOCK,SH,2018-11-14 17:52:18,167000.0,5804.0,0.0,0.0,5804.0,1725297,13F-HR,2018-09-30 00:00:00,2018-11-15 00:00:00,2018-11-14 00:00:00,2018-11-15 00:00:00,1231.0,28.85,False,29136.0
2018-05-15 10:35:51,0001140361-18-023594,02,DFND,,,SH,2018-05-15 10:35:51,73000.0,4278.0,0.0,3451.0,827.0,70858,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,16.95,False,324443.0
2018-11-14 15:08:21,0001462284-18-000010,,SOLE,,,SH,2018-11-14 15:08:21,376000.0,23419.0,0.0,0.0,23419.0,1462284,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,930.0,16.06,False,4003.0
2018-11-13 16:09:10,0000720672-18-000084,5,DFND,,STOCK,SH,2018-11-13 16:09:10,8679000.0,152560.0,119950.0,0.0,32610.0,720672,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,56.89,False,81660.0
2018-07-27 23:00:00,0001583751-18-000003,,SOLE,,,SH,2018-07-26 17:34:17,503000.0,10476.0,0.0,0.0,10476.0,1583751,13F-HR,2018-06-30 00:00:00,2018-07-27 00:00:00,2018-07-26 00:00:00,2018-07-27 00:00:00,1231.0,47.99,False,330587.0
2018-07-18 09:11:32,0001080114-18-000008,,SOLE,,STOCK,SH,2018-07-18 09:11:32,1597000.0,23426.0,16626.0,0.0,6800.0,1080114,13F-HR,2018-06-30 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,1231.0,68.18,False,20268.0
2018-11-15 06:24:56,0001608046-18-000008,,SOLE,,STOCK,SH,2018-11-15 06:24:56,328242000.0,2908916.0,2908916.0,0.0,0.0,1608046,13F-HR,2018-09-30 00:00:00,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-11-15 00:00:00,1231.0,112.84,False,37953.0
2018-11-07 23:00:00,0001476804-18-000008,,SOLE,,STOCK,SH,2018-11-06 18:00:42,7405000.0,63327.0,62031.0,0.0,1296.0,1476804,13F-HR,2018-09-30 00:00:00,2018-11-07 00:00:00,2018-11-06 00:00:00,2018-11-07 00:00:00,1231.0,116.94,False,20001.0
2018-07-20 16:12:45,0001606587-18-000518,None,SOLE,,STOCK,SH,2018-07-20 16:12:45,198000.0,722.0,0.0,0.0,722.0,1723397,13F-HR,2018-06-30 00:00:00,2018-07-20 00:00:00,2018-07-20 00:00:00,2018-07-20 00:00:00,,273.57,False,53062.0
2018-02-23 15:38:41,0000796848-18-000003,,SOLE,,STOCK,SH,2018-02-23 15:38:41,715000.0,63941.0,63941.0,0.0,0.0,796848,13F-HR/A,2017-12-31 00:00:00,2018-02-23 00:00:00,2018-02-23 00:00:00,2018-02-23 00:00:00,831.0,11.18,False,56179.0
2018-11-20 17:24:17,0000895421-18-000620,10.0,DFND,,,SH,2018-11-20 17:24:17,921000.0,9846.0,0.0,8831.0,1015.0,895421,13F-HR/A,2018-09-30 00:00:00,2018-11-20 00:00:00,2018-11-20 00:00:00,2018-11-20 00:00:00,1231.0,93.57,False,11917.0
2018-02-13 12:08:25,0001633674-18-000001,0,SOLE,,ADR,SH,2018-02-13 12:08:25,7000.0,164.0,164.0,0.0,0.0,1633674,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,1231.0,42.03,False,7732.0
2018-02-01 15:49:41,0001085146-18-000293,02,OTR,,STOCK,SH,2018-02-01 15:49:41,34076000.0,775512.0,124017.0,0.0,651495.0,1386060,13F-HR,2017-12-31 00:00:00,2018-02-01 00:00:00,2018-02-01 00:00:00,2018-02-01 00:00:00,1231.0,43.94,False,44793.0
2018-05-03 13:30:46,0001104659-18-030196,NONE,SOLE,,,SH,2018-05-03 13:30:46,811000.0,14235.0,0.0,0.0,0.0,1633896,13F-HR,2018-03-31 00:00:00,2018-05-03 00:00:00,2018-05-03 00:00:00,2018-05-03 00:00:00,1231.0,56.94,False,68909.0
2018-02-14 14:53:23,0001140361-18-008046,1,DFND,,STOCK,SH,2018-02-14 14:53:23,311511000.0,4296700.0,311511.0,0.0,0.0,1430427,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,1231.0,72.5,False,11510.0
2018-08-14 13:29:23,0001632548-18-000004,,SOLE,,,SH,2018-08-14 13:29:23,476000.0,35000.0,35000.0,0.0,0.0,1632548,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,13.6,False,11141089.0
2018-05-10 13:58:55,0001085146-18-001318,,SOLE,,STOCK,SH,2018-05-10 13:58:55,871000.0,12438.0,0.0,0.0,12438.0,1598102,13F-HR,2018-03-31 00:00:00,2018-05-10 00:00:00,2018-05-10 00:00:00,2018-05-10 00:00:00,1231.0,69.99,False,9118.0
2018-05-11 16:32:29,0001172661-18-001035,,SOLE,,STOCK,SH,2018-05-11 16:32:29,309000.0,4772.0,0.0,0.0,4772.0,1041773,13F-HR,2018-03-31 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,1231.0,64.78,False,68423.0
2018-07-18 16:51:11,0000870156-18-000027,0,SOLE,,,SH,2018-07-18 16:51:11,11000.0,203.0,0.0,0.0,203.0,1730511,13F-HR,2018-06-30 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,1231.0,52.33,False,10965951.0
2018-08-13 16:45:17,0001696417-18-000003,,SOLE,,STOCK,SH,2018-08-13 16:45:17,222000.0,5768.0,5768.0,0.0,0.0,1696417,13F-HR,2018-06-30 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,1231.0,38.55,False,56527.0
2018-02-13 23:00:00,0001172661-18-000386,,SOLE,,STOCK,SH,2018-02-12 17:45:01,3458000.0,22589.0,0.0,0.0,22589.0,1300311,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-12 00:00:00,2018-02-13 00:00:00,1231.0,153.09,False,83866.0
2018-02-09 14:52:16,0001086364-18-000003,7.0,SOLE,,STOCK,SH,2018-02-09 14:52:16,133000.0,3264.0,3264.0,0.0,0.0,1364742,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,40.72,False,10986457.0
2018-02-14 18:10:40,0001455915-18-000003,,DFND,,,SH,2018-02-14 18:10:40,674000.0,16433.0,16433.0,0.0,0.0,1455915,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,,40.99,False,11002060.0
2018-02-14 18:14:03,0001084208-18-000004,,SOLE,,STOCK,SH,2018-02-14 18:14:03,4634000.0,89714.0,83473.0,0.0,6241.0,1084208,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,930.0,51.65,False,46765.0
2018-04-05 11:53:36,0001080366-18-000002,,SOLE,,STOCK,SH,2018-04-05 11:53:36,2216000.0,21328.0,21328.0,0.0,0.0,1080366,13F-HR,2018-03-31 00:00:00,2018-04-05 00:00:00,2018-04-05 00:00:00,2018-04-05 00:00:00,1231.0,103.89,False,75295.0
2018-02-09 14:52:16,0001086364-18-000003,25.0,SOLE,,ADR,SH,2018-02-09 14:52:16,65108000.0,377592.0,377592.0,0.0,0.0,1364742,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,172.43,False,11139633.0
2018-02-12 11:17:58,0000950123-18-001385,02,DFND,,ADR,SH,2018-02-12 11:17:58,2565000.0,71067.0,0.0,0.0,71067.0,820027,13F-HR,2017-12-31 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,2018-02-12 00:00:00,1231.0,36.09,False,11425.0
2018-07-23 10:22:34,0001747744-18-000001,,SOLE,,,SH,2018-07-23 10:22:34,7511000.0,733500.0,733500.0,0.0,0.0,1747744,13F-HR,2017-12-31 00:00:00,2018-07-23 00:00:00,2018-07-23 00:00:00,2018-07-23 00:00:00,1231.0,10.24,False,8058.0
2018-11-13 06:42:37,0001567619-18-005614,,DFND,,STOCK,SH,2018-11-13 06:42:37,3987000.0,158924.0,0.0,0.0,158924.0,824468,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,,25.09,False,27910.0
2018-05-15 09:27:21,0001446194-18-000005,2,DFND,Put,STOCK,SH,2018-05-15 09:27:21,34480000.0,201600.0,0.0,0.0,0.0,1446194,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,,171.03,False,54472.0
2018-02-14 12:24:44,0001172661-18-000727,1,DFND,,ADR,SH,2018-02-14 12:24:44,335000.0,17949.0,17949.0,0.0,0.0,1283072,13F-HR,2017-12-31 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,,18.67,False,11172672.0
2018-11-13 13:19:38,0001286478-18-000007,,SOLE,,STOCK,SH,2018-11-13 13:19:38,2149000.0,50073.0,49099.0,0.0,974.0,1286478,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,42.92,False,37557.0
2018-05-15 15:06:28,0001390777-18-000086,49,DFND,,STOCK,SH,2018-05-15 15:06:28,28209000.0,364224.0,364224.0,0.0,0.0,1390777,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,77.45,False,29500.0
2018-05-15 15:06:28,0001390777-18-000086,92,DFND,,STOCK,SH,2018-05-15 15:06:28,3000.0,74.0,74.0,0.0,0.0,1390777,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,1231.0,43.25,False,75946.0
2018-05-11 17:15:32,0000950123-18-004974,,DFND,Call,STOCK,SH,2018-05-11 17:15:32,341000.0,4200.0,4200.0,0.0,0.0,1423053,13F-HR,2018-03-31 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,1231.0,81.25,False,26606.0
2018-05-14 06:49:50,0000950123-18-005069,"1,2,3,12",DFND,,STOCK,SH,2018-05-14 06:49:50,19612000.0,98743.0,98720.0,0.0,23.0,8565,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,630.0,198.65,False,80967.0
2018-08-13 09:49:37,0001580642-18-003840,,SOLE,,STOCK,SH,2018-08-13 09:49:37,2000.0,105.0,0.0,0.0,105.0,1749744,13F-HR,2017-12-31 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,1231.0,20.61,False,58875.0
2018-02-13 14:54:51,0001466697-18-000006,,SOLE,,,SH,2018-02-13 14:54:51,357000.0,5278.0,5278.0,0.0,0.0,1466697,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,1231.0,67.5886,False,11021595.0
2018-08-10 14:21:39,0001079738-18-000007,,SOLE,,,SH,2018-08-10 14:21:39,360000.0,1818.0,1818.0,0.0,0.0,1079738,13F-HR,2018-06-30 00:00:00,2018-08-10 00:00:00,2018-08-10 00:00:00,2018-08-10 00:00:00,1231.0,,False,
2018-11-07 09:32:43,0000019617-18-000208,16,DFND,,STOCK,SH,2018-11-07 09:32:43,522000.0,4660.0,0.0,0.0,4660.0,19617,13F-HR,2018-09-30 00:00:00,2018-11-07 00:00:00,2018-11-07 00:00:00,2018-11-07 00:00:00,1231.0,112.02,False,74143.0
2018-02-09 07:38:07,0001612865-18-000003,,SOLE,,,SH,2018-02-09 07:38:07,20000.0,312.0,312.0,0.0,0.0,1612865,13F-HR,2017-12-31 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,1231.0,65.01,False,10971836.0
2018-08-16 17:26:54,0001567619-18-001316,3,SOLE,,STOCK,SH,2018-08-16 17:26:54,8596000.0,267132.0,267132.0,0.0,0.0,1086619,13F-HR/A,2018-06-30 00:00:00,2018-08-16 00:00:00,2018-08-16 00:00:00,2018-08-16 00:00:00,,32.5,False,12965.0
2018-08-02 11:46:14,0001505817-18-000020,1,OTR,,STOCK,SH,2018-08-02 11:46:14,520000.0,175.0,54.0,0.0,121.0,1505817,13F-HR,2018-06-30 00:00:00,2018-08-02 00:00:00,2018-08-02 00:00:00,2018-08-02 00:00:00,1231.0,2970.35,False,49121.0
2018-02-13 14:30:02,0001569036-18-000001,,SOLE,,STOCK,SH,2018-02-13 14:30:02,2227000.0,26370.0,0.0,0.0,26370.0,1569036,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,1231.0,84.46,False,42487.0
2018-08-14 09:52:13,0000902219-18-000492,8,DFND,,STOCK,SH,2018-08-14 09:52:13,157000.0,9658.0,0.0,9658.0,0.0,902219,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,16.22,False,58875.0
2018-11-02 17:10:18,0001567619-18-005021,,SOLE,,STOCK,SH,2018-11-02 17:10:18,537000.0,17268.0,17268.0,0.0,0.0,807249,13F-HR,2018-09-30 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,1031.0,31.08,False,11138067.0
2018-11-14 08:24:01,0001068837-18-000009,"1,5,3",DFND,,STOCK,SH,2018-11-14 08:24:01,4826000.0,137451.0,0.0,0.0,137451.0,1068837,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,35.11,False,11163489.0
2018-11-13 15:15:00,0000752798-18-000009,,SOLE,,STOCK,SH,2018-11-13 15:15:00,0.0,0.0,0.0,0.0,0.0,752798,13F-HR,2018-09-30 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,2018-11-13 00:00:00,1231.0,2.15,False,331859.0
2018-02-13 13:37:09,0001537783-18-000001,,SOLE,,STOCK,SH,2018-02-13 13:37:09,507000.0,3860.0,3860.0,0.0,0.0,1537783,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,,131.22,False,25758.0
2018-07-27 11:09:02,0001720336-18-000005,,SOLE,,ADR,SH,2018-07-27 11:09:02,12000.0,322.0,322.0,0.0,0.0,1573876,13F-HR,2018-06-30 00:00:00,2018-07-27 00:00:00,2018-07-27 00:00:00,2018-07-27 00:00:00,1231.0,38.95,False,11135318.0
2018-04-26 23:00:00,0001125727-18-000008,,DFND,,STOCK,SH,2018-04-25 17:36:21,269000.0,6477.0,0.0,0.0,6477.0,1125727,13F-HR,2018-03-31 00:00:00,2018-04-26 00:00:00,2018-04-25 00:00:00,2018-04-26 00:00:00,1231.0,41.5,False,11163489.0
2018-05-14 14:26:11,0001085146-18-001409,,SOLE,,,SH,2018-05-14 14:26:11,1865000.0,14031.0,14031.0,0.0,0.0,947517,13F-HR,2018-03-31 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,2018-05-14 00:00:00,630.0,132.9,False,27364.0
2018-12-07 10:24:30,0001633037-18-000006,,SOLE,,,SH,2018-12-07 10:24:30,165806.0,5319.0,0.0,0.0,5319.0,1633037,13F-HR/A,2018-09-30 00:00:00,2018-12-07 00:00:00,2018-12-07 00:00:00,2018-12-07 00:00:00,1231.0,31.17,True,10902609.0
2018-05-09 09:43:12,0001214659-18-003460,,SOLE,,STOCK,SH,2018-05-09 09:43:12,76000.0,907.0,868.0,0.0,39.0,1407543,13F-HR,2018-03-31 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,2018-05-09 00:00:00,1231.0,83.52,False,70856.0
2018-03-01 23:00:00,0001606587-18-000254,NONE,SOLE,,STOCK,SH,2018-02-28 18:53:56,5000.0,35.0,35.0,0.0,0.0,1731878,13F-HR,2017-12-31 00:00:00,2018-03-01 00:00:00,2018-02-28 00:00:00,2018-03-01 00:00:00,1231.0,135.34,False,34169.0
2018-02-05 13:18:39,0001539204-18-000002,,SOLE,,STOCK,SH,2018-02-05 13:18:39,656000.0,12750.0,6700.0,4810.0,1240.0,1539204,13F-HR,2017-12-31 00:00:00,2018-02-05 00:00:00,2018-02-05 00:00:00,2018-02-05 00:00:00,430.0,51.49,False,7447.0
2018-08-14 16:47:18,0000950123-18-008949,1,DFND,Put,STOCK,SH,2018-08-14 16:47:18,8907000.0,272400.0,272400.0,0.0,0.0,1423053,13F-HR/A,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,32.7,False,10176.0
2018-08-01 12:16:38,0000950123-18-007210,100,SOLE,,,SH,2018-08-01 12:16:38,2299000.0,86466.0,20.0,0.0,489.0,901541,13F-HR,2018-06-30 00:00:00,2018-08-01 00:00:00,2018-08-01 00:00:00,2018-08-01 00:00:00,1231.0,27.37,False,1750.0
2018-11-14 11:23:19,0001214659-18-007100,,SOLE,,STOCK,SH,2018-11-14 11:23:19,3000.0,70.0,0.0,0.0,70.0,1633024,13F-HR,2018-09-30 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-11-14 00:00:00,1231.0,47.67,False,5930.0
2018-02-13 10:24:34,0001567738-18-000002,0,SOLE,,,SH,2018-02-13 10:24:34,352000.0,5820.0,0.0,0.0,5820.0,1567738,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,1231.0,60.5,False,10972559.0
2018-04-30 11:16:21,0000944234-18-000005,1,DFND,,STOCK,SH,2018-04-30 11:16:21,219000.0,2995.0,2899.0,0.0,96.0,944234,13F-HR,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,1231.0,73.11,False,11004676.0
2018-11-02 14:03:18,0001419186-18-000008,,SOLE,,STOCK,SH,2018-11-02 14:03:18,570000.0,32887.0,0.0,0.0,0.0,1419186,13F-HR,2018-09-30 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,2018-11-02 00:00:00,1231.0,17.32,False,51193.0
2018-08-14 17:13:03,0001567619-18-001138,1,DFND,,STOCK,SH,2018-08-14 17:13:03,258000.0,1494.0,0.0,1494.0,0.0,1599822,13F-HR,2018-06-30 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,2018-08-14 00:00:00,1231.0,172.47,False,11030668.0
2018-08-02 23:00:00,0001606587-18-000581,NONE,SOLE,,STOCK,SH,2018-08-01 17:34:18,238000.0,4735.0,0.0,0.0,4735.0,1662449,13F-HR,2018-06-30 00:00:00,2018-08-02 00:00:00,2018-08-01 00:00:00,2018-08-02 00:00:00,1231.0,50.31,False,79732.0
2018-11-15 17:23:34,0001062993-18-004720,,SOLE,,ETF,SH,2018-11-15 17:23:34,7000.0,200.0,200.0,0.0,0.0,1512024,13F-HR,2018-09-30 00:00:00,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-11-15 00:00:00,1231.0,32.95,False,10965382.0
2018-08-13 11:09:20,0001628280-18-011027,21,DFND,,STOCK,SH,2018-08-13 11:09:20,6391000.0,455214.0,27530.0,0.0,427684.0,1535323,13F-HR,2018-06-30 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-13 00:00:00,1231.0,14.04,False,45558.0
2018-05-15 17:01:16,0001172661-18-001253,3,DFND,,STOCK,SH,2018-05-15 17:01:16,679000.0,38947.0,38947.0,0.0,0.0,1283072,13F-HR,2018-03-31 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,,17.4,False,37264.0
2018-07-10 14:27:02,0001056943-18-000023,,SOLE,,STOCK,SH,2018-07-10 14:27:02,219000.0,1175.0,1175.0,0.0,0.0,1056943,13F-HR,2018-06-30 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,2018-07-10 00:00:00,1231.0,186.41,False,29627.0
2018-02-02 08:40:12,0000950123-18-000681,300,SOLE,,STOCK,SH,2018-02-02 08:40:12,0.0,0.0,35389.0,0.0,1227.0,901541,13F-HR,2017-12-31 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,1231.0,4.05,False,28376.0
2018-05-11 10:43:14,0000701059-18-000007,,DFND,,,SH,2018-05-11 10:43:14,2437000.0,15413.0,0.0,15413.0,0.0,701059,13F-HR,2018-03-31 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,2018-05-11 00:00:00,1231.0,158.127,False,61107.0
2018-02-13 11:46:34,0001062993-18-000678,,OTR,,STOCK,SH,2018-02-13 11:46:34,25000.0,150.0,150.0,0.0,0.0,1356643,13F-HR,2017-12-31 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,2018-02-13 00:00:00,1231.0,169.23,False,6027.0
